Bowler,Matches,Innings,Overs,RunsGiven,Wickets,Economy,StrikeRate,Average,5W,3W,MaidenOvers,DotBalls,Extras,UniqueOpponents,OpponentsList
PC Valthaty,10,10,25.2,205,7,8.15,21.57,29.29,0,1,0,46,6,7,Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore
A Mithun,16,16,49.5,472,7,9.54,42.43,67.43,0,0,0,95,24,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors
HF Gurney,8,8,27.2,238,7,8.76,23.29,34.0,0,0,0,51,7,6,Chennai Super Kings|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
P Amarnath,6,6,22.0,236,7,10.73,18.86,33.71,0,0,0,34,0,5,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore
KP Pietersen,13,13,29.0,215,7,7.41,24.86,30.71,0,0,0,57,10,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors
Fazalhaq Farooqi,7,7,25.3,227,6,8.96,25.33,37.83,0,0,0,58,10,6,Gujarat Titans|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore
DJ Willey,11,11,36.0,272,6,7.56,36.0,45.33,0,0,1,84,5,7,Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
SS Cottrell,6,6,20.0,176,6,8.8,20.0,29.33,0,0,1,59,15,6,Chennai Super Kings|Delhi Capitals|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
Arshad Khan,9,9,22.3,280,6,12.54,22.33,46.67,0,1,0,46,22,6,Chennai Super Kings|Delhi Capitals|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore
S Kaushik,10,10,34.2,297,6,8.69,34.17,49.5,0,1,0,72,6,6,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad
MG Bracewell,5,5,11.0,95,6,8.64,11.0,15.83,0,0,0,26,0,5,Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad
OF Smith,6,6,15.2,178,6,11.74,15.17,29.67,0,1,0,36,5,6,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad
D Pretorius,7,7,25.0,238,6,9.52,25.0,39.67,0,0,0,46,16,5,Lucknow Super Giants|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Sunrisers Hyderabad
DG Nalkande,6,6,14.2,148,6,10.45,14.17,24.67,0,0,0,24,5,4,Chennai Super Kings|Lucknow Super Giants|Punjab Kings|Sunrisers Hyderabad
Ramandeep Singh,4,4,6.7,63,6,9.45,6.67,10.5,0,1,0,13,5,4,Chennai Super Kings|Delhi Capitals|Punjab Kings|Sunrisers Hyderabad
C de Grandhomme,19,19,36.3,319,6,8.78,36.33,53.17,0,1,0,62,18,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad
V Sehwag,15,15,22.8,235,6,10.29,22.83,39.17,0,0,0,45,2,8,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore
JE Taylor,5,5,19.7,157,6,7.98,19.67,26.17,0,1,0,54,5,4,Chennai Super Kings|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore
Y Venugopal Rao,20,20,36.0,337,6,9.36,36.0,56.17,0,0,0,60,8,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore
RR Raje,10,10,23.3,209,6,8.96,23.33,34.83,0,0,0,41,9,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals
TL Suman,11,11,25.3,197,6,7.78,25.33,32.83,0,0,0,44,2,6,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore
S Tyagi,14,14,35.3,295,6,8.35,35.33,49.17,0,0,0,99,11,7,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore
B Akhil,13,13,31.5,242,6,7.68,31.5,40.33,0,0,0,64,7,5,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians
VS Malik,13,13,34.5,261,6,7.57,34.5,43.5,0,0,0,88,7,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad
Jaskaran Singh,7,7,17.7,171,6,9.68,17.67,28.5,0,0,0,42,9,5,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore
S Randiv,8,8,29.0,223,6,7.69,29.0,37.17,0,0,0,60,6,7,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore
Akash Singh,7,7,23.0,227,5,9.87,27.6,45.4,0,0,0,53,3,6,Chennai Super Kings|Kolkata Knight Riders|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
AS Roy,9,9,22.7,191,5,8.43,27.2,38.2,0,0,0,48,6,7,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad
HR Shokeen,13,13,34.3,314,5,9.15,41.2,62.8,0,0,0,82,13,8,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
KL Nagarkoti,11,11,30.0,285,5,9.5,36.0,57.0,0,0,0,52,5,7,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
Shoaib Ahmed,7,7,17.0,152,5,8.94,20.4,30.4,0,0,0,35,1,5,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals
RJW Topley,5,5,17.0,182,5,10.71,20.4,36.4,0,0,0,38,5,4,Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad
S Narwal,6,6,17.7,202,5,11.43,21.2,40.4,0,1,0,38,7,5,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Rajasthan Royals|Royal Challengers Bangalore
TM Dilshan,25,25,45.2,366,5,8.1,54.2,73.2,0,0,0,81,5,11,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
PD Collingwood,6,6,14.8,101,5,6.81,17.8,20.2,0,0,0,24,1,5,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals
Shoaib Akhtar,3,3,7.0,54,5,7.71,8.4,10.8,0,1,0,23,4,3,Chennai Super Kings|Delhi Daredevils|Mumbai Indians
A Choudhary,5,5,17.0,144,5,8.47,20.4,28.8,0,0,2,42,7,5,Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Sunrisers Hyderabad
O Thomas,4,4,10.3,79,5,7.65,12.4,15.8,0,0,0,22,3,4,Delhi Capitals|Kolkata Knight Riders|Royal Challengers Bangalore|Sunrisers Hyderabad
S Ladda,9,9,23.2,224,5,9.67,27.8,44.8,0,0,0,49,3,6,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Mumbai Indians|Rajasthan Royals
S Dube,14,14,18.7,180,5,9.64,22.4,36.0,0,0,0,26,5,9,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad
KMDN Kulasekara,5,5,17.0,120,5,7.06,20.4,24.0,0,0,0,47,5,3,Kings XI Punjab|Pune Warriors|Rajasthan Royals
Gurkeerat Singh,6,6,13.0,97,5,7.46,15.6,19.4,0,0,0,26,4,5,Chennai Super Kings|Gujarat Lions|Kolkata Knight Riders|Rising Pune Supergiants|Sunrisers Hyderabad
M de Lange,5,5,18.3,169,5,9.22,22.0,33.8,0,1,1,41,12,3,Chennai Super Kings|Delhi Daredevils|Pune Warriors
RV Gomez,9,9,16.0,129,5,8.06,19.2,25.8,0,0,1,38,1,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore
R Shukla,7,7,20.5,208,5,10.15,24.6,41.6,0,0,0,44,10,6,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
SB Wagh,8,8,17.0,137,5,8.06,20.4,27.4,0,1,0,50,6,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Mumbai Indians
AP Dole,3,3,11.2,112,5,10.03,13.4,22.4,0,0,0,21,7,3,Deccan Chargers|Kings XI Punjab|Mumbai Indians
K Khejroliya,7,7,20.5,217,5,10.59,24.6,43.4,0,0,0,36,8,6,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Sunrisers Hyderabad
FH Edwards,6,6,23.5,154,5,6.55,28.2,30.8,0,0,1,75,10,6,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore
DJ Muthuswami,6,6,14.0,101,4,7.21,21.0,25.25,0,0,0,47,0,6,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad
WA Mota,7,7,12.2,97,4,7.97,18.25,24.25,0,0,0,25,3,5,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Mumbai Indians|Rajasthan Royals
D du Preez,2,2,7.2,56,4,7.81,10.75,14.0,0,1,1,18,1,2,Mumbai Indians|Rajasthan Royals
R Shepherd,8,8,21.0,257,4,12.24,31.5,64.25,0,0,0,41,10,6,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru
LE Plunkett,7,7,25.0,225,4,9.0,37.5,56.25,0,1,0,42,4,6,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad
Y Nagar,8,8,11.7,125,4,10.71,17.5,31.25,0,0,0,16,8,5,Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Pune Warriors|Royal Challengers Bangalore
Azmatullah Omarzai,7,7,21.0,186,4,8.86,31.5,46.5,0,0,0,57,5,6,Chennai Super Kings|Delhi Capitals|Mumbai Indians|Punjab Kings|Royal Challengers Bengaluru|Sunrisers Hyderabad
S Dhawan,6,6,8.0,66,4,8.25,12.0,16.5,0,0,0,20,1,5,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Royal Challengers Bangalore
R Parag,21,21,29.2,307,4,10.53,43.75,76.75,0,0,0,36,7,9,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad
SB Bangar,9,9,25.0,219,4,8.76,37.5,54.75,0,0,0,57,7,7,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore
V Kohli,26,26,42.8,368,4,8.59,64.25,92.0,0,0,0,55,14,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals
Yudhvir Singh,5,5,12.0,122,4,10.17,18.0,30.5,0,0,0,30,6,5,Delhi Capitals|Kolkata Knight Riders|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad
Parvez Rasool,11,11,33.0,271,4,8.21,49.5,67.75,0,0,0,62,3,7,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad
T Stubbs,3,3,4.0,29,4,7.25,6.0,7.25,0,0,0,9,1,3,Chennai Super Kings|Gujarat Titans|Lucknow Super Giants
SH Johnson,5,5,16.0,151,4,9.44,24.0,37.75,0,0,0,35,3,5,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals
DP Vijaykumar,9,9,25.7,199,4,7.75,38.5,49.75,0,0,0,69,7,7,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore
Shivam Sharma,5,5,19.0,165,4,8.68,28.5,41.25,0,0,0,37,0,5,Delhi Daredevils|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
AL Menaria,12,12,18.3,144,3,7.85,36.67,48.0,0,0,0,40,4,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore
JA Richardson,4,4,15.0,157,3,10.47,30.0,52.33,0,0,0,32,5,4,Chennai Super Kings|Delhi Capitals|Mumbai Indians|Rajasthan Royals
JW Hastings,3,3,9.8,66,3,6.71,19.67,22.0,0,0,1,31,3,3,Delhi Daredevils|Mumbai Indians|Sunrisers Hyderabad
R Sathish,14,14,23.2,232,3,10.01,46.33,77.33,0,0,0,31,5,9,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiants|Sunrisers Hyderabad
JM Kemp,5,5,7.3,54,3,7.36,14.67,18.0,0,1,0,18,3,4,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders
R Ninan,2,2,6.0,65,3,10.83,12.0,21.67,0,0,0,8,0,2,Chennai Super Kings|Deccan Chargers
JJ van der Wath,3,3,12.3,129,3,10.46,24.67,43.0,0,0,0,31,4,3,Chennai Super Kings|Deccan Chargers|Kings XI Punjab
SM Harwood,3,3,10.0,73,3,7.3,20.0,24.33,0,0,0,34,12,3,Chennai Super Kings|Deccan Chargers|Kings XI Punjab
L Ablish,3,3,7.0,75,3,10.71,14.0,25.0,0,0,0,11,3,3,Delhi Daredevils|Mumbai Indians|Royal Challengers Bangalore
T Shamsi,5,5,20.0,181,3,9.05,40.0,60.33,0,0,0,32,0,5,Delhi Capitals|Gujarat Lions|Kolkata Knight Riders|Rising Pune Supergiants|Sunrisers Hyderabad
RS Hangargekar,2,2,6.2,60,3,9.73,12.33,20.0,0,1,0,14,7,2,Gujarat Titans|Lucknow Super Giants
Arjun Tendulkar,5,5,12.3,114,3,9.24,24.67,38.0,0,0,0,33,10,5,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Sunrisers Hyderabad
RJ Peterson,4,4,8.0,70,3,8.75,16.0,23.33,0,1,0,21,0,4,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab
P Sahu,5,5,17.5,146,3,8.34,35.0,48.67,0,0,0,27,2,5,Delhi Daredevils|Gujarat Lions|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiants
DJ Thornely,4,4,7.0,40,3,5.71,14.0,13.33,0,0,0,19,2,4,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders
DAJ Bracewell,1,1,4.0,32,3,8.0,8.0,10.67,0,1,0,10,1,1,Royal Challengers Bangalore
Nithish Kumar Reddy,9,9,18.5,207,3,11.19,37.0,69.0,0,0,0,30,9,7,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore
Sikandar Raza,7,7,14.2,140,3,9.88,28.33,46.67,0,0,0,23,7,6,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals
K Santokie,2,2,8.0,90,3,11.25,16.0,30.0,0,0,0,16,3,2,Kings XI Punjab|Rajasthan Royals
Gagandeep Singh,4,4,14.0,141,3,10.07,28.0,47.0,0,0,0,26,0,3,Deccan Chargers|Kolkata Knight Riders|Royal Challengers Bangalore
VR Iyer,9,9,13.7,143,3,10.46,27.33,47.67,0,0,0,17,3,5,Chennai Super Kings|Delhi Capitals|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore
GHS Garton,5,5,15.3,135,3,8.8,30.67,45.0,0,0,0,32,7,5,Delhi Capitals|Kolkata Knight Riders|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad
WG Jacks,5,5,9.0,100,2,11.11,27.0,50.0,0,0,0,11,2,4,Delhi Capitals|Mumbai Indians|Punjab Kings|Sunrisers Hyderabad
A Kamboj,3,3,10.3,114,2,11.03,31.0,57.0,0,0,0,20,8,3,Kolkata Knight Riders|Lucknow Super Giants|Sunrisers Hyderabad
V Kaverappa,1,1,4.0,36,2,9.0,12.0,18.0,0,0,0,11,0,1,Royal Challengers Bengaluru
Mayank Dagar,8,8,22.8,203,2,8.89,68.5,101.5,0,0,0,44,5,7,Chennai Super Kings|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore
KA Maharaj,2,2,6.0,39,2,6.5,18.0,19.5,0,0,0,11,0,2,Gujarat Titans|Punjab Kings
AK Markram,14,14,20.3,172,2,8.46,61.0,86.0,0,0,0,33,2,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore
Shoaib Malik,5,5,8.7,85,2,9.81,26.0,42.5,0,0,0,17,8,4,Chennai Super Kings|Kings XI Punjab|Mumbai Indians|Royal Challengers Bangalore
GD Phillips,4,4,5.0,40,2,8.0,15.0,20.0,0,0,0,10,1,4,Chennai Super Kings|Kolkata Knight Riders|Lucknow Super Giants|Royal Challengers Bangalore
PH Solanki,2,2,6.0,38,2,6.33,18.0,19.0,0,0,0,12,0,2,Gujarat Titans|Rajasthan Royals
A Badoni,5,5,4.2,36,2,8.64,12.5,18.0,0,0,0,6,0,4,Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad
SC Kuggeleijn,2,2,8.0,71,2,8.88,24.0,35.5,0,0,0,17,2,2,Kings XI Punjab|Kolkata Knight Riders
SD Chitnis,2,2,6.0,60,2,10.0,18.0,30.0,0,0,0,11,6,2,Deccan Chargers|Kings XI Punjab
A Uniyal,2,2,6.0,66,2,11.0,18.0,33.0,0,0,0,9,2,2,Delhi Daredevils|Mumbai Indians
C Nanda,3,3,8.0,57,2,7.12,24.0,28.5,0,0,0,14,2,3,Chennai Super Kings|Rajasthan Royals|Royal Challengers Bangalore
AU Rashid,3,3,10.0,91,2,9.1,30.0,45.5,0,0,0,20,0,2,Lucknow Super Giants|Rajasthan Royals
DNT Zoysa,3,3,11.3,99,2,8.74,34.0,49.5,0,0,0,25,3,2,Kings XI Punjab|Mumbai Indians
K Yadav,3,3,9.0,84,2,9.33,27.0,42.0,0,0,0,14,0,3,Chennai Super Kings|Mumbai Indians|Sunrisers Hyderabad
FA Allen,4,4,15.0,136,2,9.07,45.0,68.0,0,0,1,26,1,4,Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Sunrisers Hyderabad
A Flintoff,3,3,11.0,105,2,9.55,33.0,52.5,0,0,0,21,0,3,Delhi Daredevils|Mumbai Indians|Royal Challengers Bangalore
Abdul Samad,5,5,9.0,113,2,12.56,27.0,56.5,0,0,0,11,5,5,Chennai Super Kings|Kings XI Punjab|Lucknow Super Giants|Mumbai Indians|Punjab Kings
MJ Henry,6,6,17.0,181,2,10.65,51.0,90.5,0,0,0,33,3,4,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals
TM Head,6,6,9.7,113,2,11.69,29.0,56.5,0,0,0,9,0,4,Delhi Daredevils|Gujarat Lions|Kolkata Knight Riders|Sunrisers Hyderabad
MA Khote,2,2,5.0,51,2,10.2,15.0,25.5,0,0,0,6,0,2,Chennai Super Kings|Kings XI Punjab
P Suyal,5,5,16.7,151,2,9.06,50.0,75.5,0,0,0,39,11,4,Chennai Super Kings|Kings XI Punjab|Rajasthan Royals|Royal Challengers Bangalore
D Kalyankrishna,3,3,8.0,87,2,10.88,24.0,43.5,0,0,0,11,2,3,Kings XI Punjab|Mumbai Indians|Rajasthan Royals
JPR Scantlebury-Searles,3,3,7.0,89,2,12.71,21.0,44.5,0,0,0,7,3,3,Kings XI Punjab|Rajasthan Royals|Sunrisers Hyderabad
RN ten Doeschate,10,10,13.0,94,2,7.23,39.0,47.0,0,0,0,22,6,6,Deccan Chargers|Kings XI Punjab|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
Mohammad Hafeez,4,4,10.2,68,2,6.69,30.5,34.0,0,0,0,25,7,4,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Mumbai Indians
KJ Abbott,5,5,16.2,177,2,10.95,48.5,88.5,0,0,0,30,7,4,Kolkata Knight Riders|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad
LJ Wright,6,6,11.8,124,2,10.48,35.5,62.0,0,0,0,15,4,5,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Royal Challengers Bangalore
Ankit Soni,6,6,18.2,144,2,7.93,54.5,72.0,0,0,0,38,3,6,Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad
MJ Clarke,5,5,11.0,67,2,6.09,33.0,33.5,0,0,0,24,0,4,Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore
ND Doshi,4,4,9.3,79,2,8.46,28.0,39.5,0,0,0,24,1,4,Chennai Super Kings|Deccan Chargers|Kochi Tuskers Kerala|Kolkata Knight Riders
SM Boland,2,2,7.0,54,2,7.71,21.0,27.0,0,0,0,15,1,2,Delhi Daredevils|Mumbai Indians
Sachin Baby,2,2,1.7,8,2,4.8,5.0,4.0,0,0,0,5,0,2,Gujarat Lions|Kings XI Punjab
T Henderson,2,2,6.0,40,1,6.67,36.0,40.0,0,0,0,15,0,2,Kolkata Knight Riders|Royal Challengers Bangalore
GR Napier,1,1,4.0,27,1,6.75,24.0,27.0,0,0,0,9,0,1,Kolkata Knight Riders
PM Sarvesh Kumar,2,2,5.0,42,1,8.4,30.0,42.0,0,0,0,11,1,2,Chennai Super Kings|Delhi Daredevils
NB Singh,2,2,4.0,15,1,3.75,24.0,15.0,0,0,0,16,1,2,Kings XI Punjab|Royal Challengers Bangalore
AM Rahane,1,1,1.0,5,1,5.0,6.0,5.0,0,0,0,2,0,1,Kings XI Punjab
IC Porel,1,1,4.0,39,1,9.75,24.0,39.0,0,0,0,10,2,1,Rajasthan Royals
SS Agarwal,1,1,4.0,42,1,10.5,24.0,42.0,0,0,0,7,0,1,Kings XI Punjab
SS Sarkar,2,2,4.2,34,1,8.16,25.0,34.0,0,0,0,4,0,2,Delhi Daredevils|Rajasthan Royals
LA Carseldine,1,1,1.0,6,1,6.0,6.0,6.0,0,0,0,4,1,1,Royal Challengers Bangalore
SS Mundhe,1,1,1.0,6,1,6.0,6.0,6.0,0,0,0,4,1,1,Delhi Daredevils
TP Sudhindra,3,3,11.8,136,1,11.49,71.0,136.0,0,0,0,19,4,3,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab
AJ Hosein,1,1,4.0,40,1,10.0,24.0,40.0,0,0,0,6,0,1,Delhi Capitals
R Powell,2,2,3.2,35,1,11.05,19.0,35.0,0,0,0,4,3,2,Kolkata Knight Riders|Rajasthan Royals
D Brevis,1,1,0.5,8,1,16.0,3.0,8.0,0,0,0,1,0,1,Royal Challengers Bangalore
MK Tiwary,6,6,7.0,83,1,11.86,42.0,83.0,0,0,0,9,5,6,Chennai Super Kings|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
S Vidyut,1,1,2.0,22,1,11.0,12.0,22.0,0,0,0,5,1,1,Rajasthan Royals
A Nel,1,1,3.0,31,1,10.33,18.0,31.0,0,0,0,7,0,1,Delhi Daredevils
AC Gilchrist,1,1,0.2,0,1,0.0,1.0,0.0,0,0,0,1,0,1,Mumbai Indians
Shashank Singh,3,3,3.0,25,1,8.33,18.0,25.0,0,0,0,2,1,3,Chennai Super Kings|Kolkata Knight Riders|Sunrisers Hyderabad
AJ Finch,5,5,7.2,67,1,9.35,43.0,67.0,0,0,0,13,1,4,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore
BMAJ Mendis,2,2,5.0,36,1,7.2,30.0,36.0,0,0,0,11,0,2,Mumbai Indians|Sunrisers Hyderabad
CJ McKay,2,2,7.0,60,1,8.57,42.0,60.0,0,0,0,14,0,2,Delhi Daredevils|Kings XI Punjab
DJ Mitchell,4,4,8.0,97,1,12.12,48.0,97.0,0,0,0,5,3,3,Gujarat Titans|Mumbai Indians|Royal Challengers Bangalore
SSB Magala,2,2,6.0,51,1,8.5,36.0,51.0,0,0,0,6,1,2,Mumbai Indians|Rajasthan Royals
D Jansen,1,1,4.0,53,1,13.25,24.0,53.0,0,0,0,6,4,1,Kolkata Knight Riders
GH Vihari,6,6,7.0,47,1,6.71,42.0,47.0,0,0,0,18,1,3,Kings XI Punjab|Kolkata Knight Riders|Royal Challengers Bangalore
SE Rutherford,6,6,6.8,59,1,8.63,41.0,59.0,0,0,0,8,5,5,Chennai Super Kings|Kings XI Punjab|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad
CL White,6,6,7.0,86,1,12.29,42.0,86.0,0,0,0,8,5,5,Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore
LB Williams,2,2,6.3,71,1,11.21,38.0,71.0,0,0,0,14,10,2,Kolkata Knight Riders|Mumbai Indians
SB Joshi,4,4,9.2,82,1,8.95,55.0,82.0,0,0,0,18,0,4,Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals
AA Noffke,1,1,4.0,40,1,10.0,24.0,40.0,0,0,0,7,5,1,Kolkata Knight Riders
LMP Simmons,1,1,3.0,34,1,11.33,18.0,34.0,0,0,0,2,0,1,Kolkata Knight Riders
