Player,TotalRuns,BallsFaced,StrikeRate,Fours,Sixes,Matches,Innings,Fifties,Hundreds,AverageRun,RF_50s,RF_100s,UniqueOpponents,OpponentsList,Dismissals,DuckOuts,DuckOutPercentage,MostCommonPosition,AveragePosition,PositionConsistency,PositionRange,OpeningInnings,TopOrderInnings
R Dhawan,210,184,114.13,18,7,22,22,1,0,21.0,0.045,0.0,12,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,10,1,4.55,8,7.59,54.55,6-9,0,0
UT Yadav,208,198,105.05,16,9,48,48,0,0,10.4,0.0,0.0,15,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,20,5,10.42,9,9.38,52.08,8-11,0,0
K Rabada,206,188,109.57,16,8,28,28,0,0,13.73,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,15,3,10.71,10,9.11,32.14,7-11,0,0
CA Ingram,205,177,115.82,22,5,15,15,1,0,17.08,0.067,0.0,8,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,12,0,0.0,5,4.67,53.33,3-6,0,2
PD Collingwood,203,153,132.68,9,13,7,7,2,0,50.75,0.286,0.0,6,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,4,0,0.0,4,4.71,57.14,4-6,0,0
KS Bharat,198,158,125.32,12,8,8,8,0,1,28.29,0.0,0.125,6,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,7,1,12.5,3,2.75,62.5,1-4,1,7
JD Unadkat,197,161,122.36,16,7,27,27,0,0,15.15,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,13,1,3.7,10,9.33,33.33,7-11,0,0
SK Warne,197,208,94.71,14,6,27,27,0,0,11.59,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,17,2,7.41,8,8.04,44.44,6-10,0,0
AS Raut,194,167,116.17,13,7,16,16,1,0,21.56,0.062,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,9,0,0.0,7,6.81,68.75,4-8,0,0
BJ Rohrer,193,137,140.88,21,5,8,9,0,1,27.57,0.0,0.125,6,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,7,1,11.11,5,5.0,44.44,3-6,0,1
Salman Butt,192,155,123.87,30,2,7,7,1,0,27.43,0.143,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals,7,0,0.0,1,1.0,100.0,1-1,7,7
SP Fleming,192,158,121.52,26,3,10,10,1,0,21.33,0.1,0.0,7,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,9,1,10.0,2,2.3,70.0,2-3,0,10
YV Takawale,191,171,111.7,26,3,10,10,0,0,23.88,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals,8,2,20.0,2,3.2,50.0,1-8,2,7
Bipul Sharma,187,121,154.55,11,9,17,17,1,0,31.17,0.059,0.0,10,Chennai Super Kings|Deccan Chargers|Gujarat Lions|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore,6,0,0.0,8,7.53,41.18,6-9,0,0
JC Archer,186,123,151.22,11,12,23,23,0,0,14.31,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,13,2,8.7,8,7.61,56.52,2-10,0,1
HC Brook,186,152,122.37,22,4,11,11,0,1,20.67,0.0,0.091,8,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,9,2,18.18,1,3.09,45.45,1-6,5,6
MS Wade,183,172,106.4,23,2,14,14,0,0,14.08,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Pune Warriors|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,13,0,0.0,3,2.64,50.0,1-6,4,12
FY Fazal,183,167,109.58,22,1,11,11,0,0,20.33,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians,9,1,9.09,3,3.55,45.45,1-8,1,7
Ashutosh Sharma,183,105,174.29,10,14,9,9,1,0,26.14,0.111,0.0,6,Chennai Super Kings|Gujarat Titans|Mumbai Indians|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,7,0,0.0,8,7.44,55.56,6-8,0,0
Kuldeep Yadav,183,212,86.32,16,3,32,32,1,0,20.33,0.031,0.0,12,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,9,0,0.0,9,9.41,53.12,8-11,0,0
SD Hope,183,122,150.0,12,12,9,9,0,0,26.14,0.0,0.0,7,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru,7,0,0.0,3,3.56,44.44,2-6,0,5
Sikandar Raza,182,134,135.82,12,8,9,9,1,0,26.0,0.111,0.0,7,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals|Sunrisers Hyderabad,7,0,0.0,5,5.67,55.56,4-8,0,0
AC Voges,181,137,132.12,15,3,7,7,1,0,45.25,0.143,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,4,0,0.0,5,5.57,57.14,5-7,0,0
CR Brathwaite,180,107,168.22,10,16,14,14,0,0,13.85,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,13,0,0.0,7,6.57,71.43,5-7,0,0
S Gopal,180,167,107.78,19,2,22,22,0,0,15.0,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,12,1,4.55,8,8.23,40.91,5-10,0,0
MF Maharoof,177,120,147.5,12,9,14,14,0,0,17.7,0.0,0.0,6,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,10,2,14.29,7,6.86,42.86,4-9,0,0
C Munro,177,139,127.34,19,8,11,11,0,0,19.67,0.0,0.0,6,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,9,1,9.09,3,3.0,45.45,1-6,1,9
AB Agarkar,177,147,120.41,13,5,18,18,0,0,22.12,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,8,0,0.0,8,7.83,72.22,3-9,0,1
CM Gautam,169,140,120.71,17,6,13,13,1,0,18.78,0.077,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,9,0,0.0,2,4.54,46.15,2-8,0,7
DH Yagnik,168,126,133.33,23,2,17,17,0,0,18.67,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore|Sunrisers Hyderabad,9,1,5.88,8,6.53,41.18,3-8,0,2
DW Steyn,167,157,106.37,14,3,33,33,0,0,8.35,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,20,4,12.12,9,9.24,39.39,8-11,0,0
MG Johnson,166,156,106.41,10,7,28,28,0,0,12.77,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,13,1,3.57,8,8.04,35.71,6-10,0,0
Ramandeep Singh,164,97,169.07,8,12,13,13,1,0,27.33,0.077,0.0,10,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,6,0,0.0,7,7.08,30.77,4-9,0,0
PA Reddy,164,160,102.5,15,2,10,10,0,0,16.4,0.0,0.0,6,Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,10,0,0.0,1,1.9,70.0,1-7,7,9
A Raghuvanshi,163,102,159.8,16,8,7,7,1,0,23.29,0.143,0.0,6,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bengaluru,7,0,0.0,3,2.86,85.71,2-3,0,7
MN van Wyk,163,127,128.35,18,1,5,5,2,0,54.33,0.4,0.0,4,Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Royal Challengers Bangalore,3,1,20.0,5,3.8,40.0,1-5,1,1
N Jagadeesan,162,146,110.96,21,2,10,10,0,0,18.0,0.0,0.0,6,Chennai Super Kings|Gujarat Titans|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,9,2,20.0,4,2.7,40.0,1-4,2,6
MN Samuels,161,163,98.77,9,7,14,14,1,0,14.64,0.071,0.0,8,Chennai Super Kings|Deccan Chargers|Gujarat Lions|Kings XI Punjab|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,11,1,7.14,5,4.71,35.71,3-7,0,3
R McLaren,159,167,95.21,14,1,13,13,1,0,19.88,0.077,0.0,8,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,8,1,7.69,8,6.92,30.77,1-9,1,1
RE van der Merwe,159,139,114.39,11,8,15,15,0,0,14.45,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,11,0,0.0,8,6.2,40.0,2-8,0,4
AD Hales,147,116,126.72,13,6,6,6,0,0,24.5,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Rajasthan Royals|Royal Challengers Bangalore,6,0,0.0,1,1.33,66.67,1-2,4,6
SM Pollock,147,109,134.86,12,8,8,8,0,0,18.38,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Rajasthan Royals|Royal Challengers Bangalore,8,2,25.0,6,5.88,50.0,4-7,0,0
D Wiese,147,98,150.0,12,7,11,11,0,0,29.4,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,5,0,0.0,7,6.82,63.64,5-8,0,0
S Vidyut,145,108,134.26,21,3,8,8,1,0,18.12,0.125,0.0,5,Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,8,1,12.5,2,2.38,37.5,1-7,3,7
Sachin Baby,142,114,124.56,11,5,11,11,0,0,15.78,0.0,0.0,7,Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiant|Sunrisers Hyderabad,9,0,0.0,6,5.82,63.64,5-7,0,0
Naman Dhir,140,76,184.21,12,10,7,7,0,0,23.33,0.0,0.0,5,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals|Sunrisers Hyderabad,6,2,28.57,3,4.14,57.14,2-8,0,5
N Saini,140,138,101.45,16,0,10,10,1,0,14.0,0.1,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,10,0,0.0,3,2.7,50.0,1-8,4,9
Anmolpreet Singh,139,115,120.87,19,3,9,9,0,0,15.44,0.0,0.0,5,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Lucknow Super Giants|Rajasthan Royals,9,1,11.11,3,2.0,44.44,1-3,4,9
S Anirudha,136,108,125.93,9,7,12,12,1,0,17.0,0.083,0.0,6,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals,8,1,8.33,7,5.0,41.67,1-8,3,4
SB Styris,131,129,101.55,10,3,10,10,0,0,18.71,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,7,0,0.0,6,4.7,40.0,3-6,0,3
W Jaffer,130,120,108.33,14,3,8,8,1,0,18.57,0.125,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,7,0,0.0,2,2.0,75.0,1-3,1,8
RD Chahar,129,124,104.03,13,5,22,22,0,0,8.6,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,15,4,18.18,9,8.91,72.73,8-10,0,0
UT Khawaja,127,98,129.59,14,3,6,6,0,0,25.4,0.0,0.0,5,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Royal Challengers Bangalore|Sunrisers Hyderabad,5,0,0.0,2,2.17,83.33,2-3,0,6
TK Curran,127,105,120.95,10,3,10,10,1,0,25.4,0.1,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,5,0,0.0,8,7.4,50.0,6-8,0,0
P Dogra,127,137,92.7,4,5,12,12,1,0,15.88,0.083,0.0,7,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,8,1,8.33,7,6.33,50.0,5-7,0,0
SS Prabhudessai,126,102,123.53,11,4,10,10,0,0,14.0,0.0,0.0,6,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals|Sunrisers Hyderabad,9,1,10.0,5,5.9,40.0,5-7,0,0
MC Juneja,125,125,100.0,11,1,7,7,0,0,17.86,0.0,0.0,7,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,7,0,0.0,4,4.0,42.86,3-5,0,2
BB Samantray,125,110,113.64,13,2,8,8,1,0,25.0,0.125,0.0,5,Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,5,0,0.0,5,5.88,50.0,5-7,0,0
Kamran Akmal,124,75,165.33,12,8,6,6,1,0,31.0,0.167,0.0,4,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Mumbai Indians,4,0,0.0,3,2.83,50.0,1-6,2,5
MM Sharma,124,129,96.12,9,4,28,28,0,0,7.75,0.0,0.0,11,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,16,2,7.14,10,9.25,39.29,7-11,0,0
B Lee,124,94,131.91,8,8,19,19,0,0,13.78,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,9,1,5.26,8,8.16,47.37,6-9,0,0
AB McDonald,123,96,128.12,9,4,9,9,1,0,24.6,0.111,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,5,1,11.11,6,5.56,33.33,1-7,1,1
M Morkel,122,89,137.08,10,5,20,20,0,0,12.2,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,10,1,5.0,9,9.0,50.0,8-11,0,0
NK Patel,121,117,103.42,14,1,6,6,1,0,30.25,0.167,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,4,0,0.0,8,4.0,16.67,1-8,1,3
DL Vettori,121,103,117.48,11,2,16,16,0,0,17.29,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,7,0,0.0,7,7.5,56.25,6-10,0,0
AC Blizzard,120,88,136.36,21,2,7,7,1,0,17.14,0.143,0.0,6,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Royal Challengers Bangalore,7,1,14.29,1,1.14,85.71,1-2,6,7
TG Southee,120,106,113.21,8,4,19,19,1,0,10.91,0.053,0.0,12,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,11,2,10.53,8,8.68,42.11,7-10,0,0
Harpreet Singh,119,115,103.48,9,3,8,8,1,0,19.83,0.125,0.0,6,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,6,0,0.0,5,5.88,37.5,4-8,0,0
Misbah-ul-Haq,117,79,148.1,10,6,8,8,0,0,16.71,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals,7,2,25.0,3,4.12,50.0,3-6,0,4
MW Short,117,90,130.0,15,4,6,6,0,0,19.5,0.0,0.0,5,Gujarat Titans|Lucknow Super Giants|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,6,0,0.0,2,2.0,66.67,1-3,1,6
Z Khan,116,137,84.67,11,2,27,27,0,0,8.29,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,14,3,11.11,9,9.04,40.74,3-11,0,1
RJ Harris,116,110,105.45,6,3,21,21,0,0,9.67,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,12,0,0.0,8,8.19,61.9,7-9,0,0
KK Cooper,115,66,174.24,9,8,12,12,0,0,12.78,0.0,0.0,6,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,9,1,8.33,7,6.83,41.67,3-9,0,1
DJM Short,115,98,117.35,11,5,7,7,0,0,16.43,0.0,0.0,6,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,7,0,0.0,2,1.71,71.43,1-2,2,7
Aman Hakim Khan,115,102,112.75,8,6,10,10,1,0,12.78,0.1,0.0,7,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,9,1,10.0,7,7.3,40.0,6-9,0,0
R Shepherd,115,60,191.67,7,10,9,9,1,0,23.0,0.111,0.0,6,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,5,1,11.11,7,7.11,66.67,6-8,0,0
M Kartik,112,105,106.67,7,1,14,14,0,0,18.67,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,6,0,0.0,9,8.93,64.29,7-10,0,0
DJ Harris,111,99,112.12,11,5,4,4,1,0,37.0,0.25,0.0,4,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Royal Challengers Bangalore,3,0,0.0,1,1.0,100.0,1-1,4,4
Mohammed Siraj,109,114,95.61,10,4,20,20,0,0,12.11,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,9,0,0.0,10,10.05,65.0,9-11,0,0
SE Rutherford,106,100,106.0,3,8,9,9,0,0,15.14,0.0,0.0,6,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,7,0,0.0,7,6.11,44.44,4-7,0,0
JDP Oram,106,106,100.0,6,5,11,11,0,0,13.25,0.0,0.0,7,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,8,1,9.09,6,5.82,45.45,5-7,0,0
MA Starc,105,104,100.96,11,0,16,16,0,0,13.12,0.0,0.0,7,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,8,1,6.25,8,8.25,37.5,7-10,0,0
DS Kulkarni,104,106,98.11,7,2,20,20,0,0,13.0,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,8,0,0.0,10,9.6,50.0,7-11,0,0
RJ Quiney,103,97,106.19,12,3,7,7,1,0,14.71,0.143,0.0,5,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians,7,0,0.0,1,1.71,57.14,1-3,4,7
LJ Wright,102,59,172.88,15,3,5,5,0,0,25.5,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Royal Challengers Bangalore,4,0,0.0,4,5.0,40.0,4-6,0,0
MS Gony,99,69,143.48,6,8,15,15,0,0,11.0,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,9,2,13.33,7,7.67,40.0,6-9,0,0
MJ Clarke,98,91,107.69,12,0,6,6,0,0,16.33,0.0,0.0,5,Deccan Chargers|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,6,0,0.0,3,2.67,66.67,2-3,0,6
CJ Ferguson,98,116,84.48,9,0,8,8,0,0,16.33,0.0,0.0,5,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,6,0,0.0,5,5.25,50.0,3-7,0,1
PN Mankad,97,71,136.62,13,2,5,5,1,0,32.33,0.2,0.0,3,Kolkata Knight Riders|Mumbai Indians|Sunrisers Hyderabad,3,0,0.0,3,3.6,60.0,2-7,0,4
Arshad Khan,96,63,152.38,5,6,6,6,1,0,32.0,0.167,0.0,4,Chennai Super Kings|Delhi Capitals|Mumbai Indians|Royal Challengers Bangalore,3,0,0.0,9,7.67,33.33,6-9,0,0
SD Chitnis,93,87,106.9,10,1,8,8,0,0,13.29,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors,7,0,0.0,7,6.25,37.5,5-8,0,0
JDS Neesham,92,92,100.0,6,2,10,10,0,0,11.5,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Sunrisers Hyderabad,8,1,10.0,7,6.8,60.0,6-8,0,0
DJ Jacobs,92,92,100.0,10,4,7,7,0,0,13.14,0.0,0.0,6,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Rajasthan Royals|Royal Challengers Bangalore,7,1,14.29,1,1.14,85.71,1-2,6,7
RT Ponting,91,123,73.98,5,2,9,9,0,0,11.38,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,8,3,33.33,3,2.0,44.44,1-3,4,9
PR Shah,91,85,107.06,9,2,9,9,0,0,11.38,0.0,0.0,5,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Royal Challengers Bangalore,8,1,11.11,7,6.22,33.33,3-9,0,1
AJ Tye,91,70,130.0,6,5,13,13,0,0,11.38,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,8,2,15.38,8,8.31,53.85,7-9,0,0
AD Nath,90,98,91.84,7,2,10,10,0,0,9.0,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,10,1,10.0,6,5.6,30.0,3-7,0,1
