Player,TotalRuns,BallsFaced,StrikeRate,Fours,Sixes,Matches,Innings,Fifties,Hundreds,AverageRun,RF_50s,RF_100s,UniqueOpponents,OpponentsList,Dismissals,DuckOuts,DuckOutPercentage,MostCommonPosition,AveragePosition,PositionConsistency,PositionRange,OpeningInnings,TopOrderInnings
R Dhawan,210,184,114.13,18,7,22,22,0,0,21.0,0.0,0.0,12,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,10,1,10.0,8,7.59,54.55,6-9,0,0
UT Yadav,208,198,105.05,16,9,48,48,0,0,10.4,0.0,0.0,15,Chennai Super Kings|Deccan Chargers|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,20,8,40.0,9,9.38,52.08,8-11,0,0
K Rabada,206,189,108.99,16,8,28,28,0,0,13.73,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,15,3,20.0,10,9.11,32.14,7-11,0,0
CA Ingram,205,178,115.17,22,5,15,15,0,0,17.08,0.0,0.0,8,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,12,0,0.0,5,4.67,53.33,3-6,0,2
PD Collingwood,203,153,132.68,9,13,7,7,3,0,50.75,0.429,0.0,6,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,4,0,0.0,4,4.71,57.14,4-6,0,0
KS Bharat,199,160,124.37,12,8,8,8,1,0,28.43,0.125,0.0,6,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,7,1,14.29,3,2.75,62.5,1-4,1,7
JC Archer,199,127,156.69,11,14,23,23,0,0,15.31,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,13,3,23.08,8,7.61,56.52,2-10,0,1
SK Warne,198,209,94.74,14,6,27,27,0,0,11.65,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,17,5,29.41,8,8.04,44.44,6-10,0,0
JD Unadkat,197,161,122.36,16,7,27,27,0,0,15.15,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,13,2,15.38,10,9.33,33.33,7-11,0,0
SP Fleming,196,161,121.74,27,3,10,10,0,0,21.78,0.0,0.0,7,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,9,1,11.11,2,2.3,70.0,2-3,0,10
AS Raut,194,167,116.17,13,7,16,16,0,0,21.56,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,9,1,11.11,7,6.81,68.75,4-8,0,0
Salman Butt,193,156,123.72,30,2,7,7,1,0,27.57,0.143,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals,7,0,0.0,1,1.0,100.0,1-1,7,7
BJ Rohrer,193,137,140.88,21,5,8,9,1,0,27.57,0.125,0.0,6,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,7,1,14.29,5,5.0,44.44,3-6,0,1
YV Takawale,192,172,111.63,26,3,10,10,0,0,24.0,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals,8,2,25.0,2,3.2,50.0,1-8,2,7
HC Brook,190,153,124.18,23,4,11,11,0,1,21.11,0.0,0.091,8,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,9,3,33.33,1,3.09,45.45,1-6,5,6
Ashutosh Sharma,189,108,175.0,10,15,9,9,1,0,27.0,0.111,0.0,6,Chennai Super Kings|Gujarat Titans|Mumbai Indians|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,7,0,0.0,8,7.44,55.56,6-8,0,0
Bipul Sharma,187,121,154.55,11,9,17,17,0,0,31.17,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Gujarat Lions|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore,6,0,0.0,8,7.53,41.18,6-9,0,0
MS Wade,183,172,106.4,23,2,14,14,0,0,14.08,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Pune Warriors|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,13,0,0.0,3,2.64,50.0,1-6,4,12
FY Fazal,183,168,108.93,22,1,11,11,0,0,20.33,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians,9,1,11.11,3,3.55,45.45,1-8,1,7
Kuldeep Yadav,183,212,86.32,16,3,32,32,0,0,20.33,0.0,0.0,12,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,9,4,44.44,9,9.41,53.12,8-11,0,0
SD Hope,183,122,150.0,12,12,9,9,0,0,26.14,0.0,0.0,7,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru,7,0,0.0,3,3.56,44.44,2-6,0,5
Sikandar Raza,182,134,135.82,12,8,9,9,1,0,26.0,0.111,0.0,7,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals|Sunrisers Hyderabad,7,0,0.0,5,5.67,55.56,4-8,0,0
AC Voges,181,137,132.12,15,3,7,7,0,0,45.25,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,4,0,0.0,5,5.57,57.14,5-7,0,0
CR Brathwaite,181,108,167.59,10,16,14,14,0,0,13.92,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,13,0,0.0,7,6.57,71.43,5-7,0,0
S Gopal,180,167,107.78,19,2,22,22,0,0,15.0,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,12,4,33.33,8,8.23,40.91,5-10,0,0
AB Agarkar,179,150,119.33,13,5,18,18,0,0,22.38,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,8,0,0.0,8,7.83,72.22,3-9,0,1
MF Maharoof,177,120,147.5,12,9,14,14,0,0,17.7,0.0,0.0,6,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,10,2,20.0,7,6.86,42.86,4-9,0,0
C Munro,177,139,127.34,19,8,11,11,0,0,19.67,0.0,0.0,6,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,9,1,11.11,3,3.0,45.45,1-6,1,9
Ramandeep Singh,170,99,171.72,8,13,13,13,0,0,28.33,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,6,0,0.0,7,7.08,30.77,4-9,0,0
DH Yagnik,170,130,130.77,23,2,17,17,0,0,18.89,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore|Sunrisers Hyderabad,9,1,11.11,8,6.53,41.18,3-8,0,2
CM Gautam,169,141,119.86,17,6,13,13,0,0,18.78,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,9,0,0.0,2,4.54,46.15,2-8,0,7
MG Johnson,167,157,106.37,10,7,28,28,0,0,12.85,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,13,2,15.38,8,8.04,35.71,6-10,0,0
DW Steyn,167,157,106.37,14,3,33,33,0,0,8.35,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,20,5,25.0,9,9.24,39.39,8-11,0,0
MN van Wyk,167,128,130.47,19,1,5,5,1,0,55.67,0.2,0.0,4,Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Royal Challengers Bangalore,3,1,33.33,5,3.8,40.0,1-5,1,1
PA Reddy,164,160,102.5,15,2,10,10,0,0,16.4,0.0,0.0,6,Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,10,0,0.0,1,1.9,70.0,1-7,7,9
A Raghuvanshi,163,102,159.8,16,8,7,7,1,0,23.29,0.143,0.0,6,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bengaluru,7,0,0.0,3,2.86,85.71,2-3,0,7
N Jagadeesan,162,146,110.96,21,2,10,10,0,0,18.0,0.0,0.0,6,Chennai Super Kings|Gujarat Titans|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,9,2,22.22,4,2.7,40.0,1-4,2,6
MN Samuels,161,163,98.77,9,7,14,14,0,0,14.64,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Gujarat Lions|Kings XI Punjab|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,11,1,9.09,5,4.71,35.71,3-7,0,3
R McLaren,159,167,95.21,14,1,13,13,1,0,19.88,0.077,0.0,8,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,8,1,12.5,8,6.92,30.77,1-9,1,1
RE van der Merwe,159,139,114.39,11,8,15,15,0,0,14.45,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,11,0,0.0,8,6.2,40.0,2-8,0,4
D Wiese,148,99,149.49,12,7,11,11,0,0,29.6,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,5,0,0.0,7,6.82,63.64,5-8,0,0
AD Hales,148,117,126.5,13,6,6,6,0,0,24.67,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Rajasthan Royals|Royal Challengers Bangalore,6,0,0.0,1,1.33,66.67,1-2,4,6
SM Pollock,147,109,134.86,12,8,8,8,0,0,18.38,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Rajasthan Royals|Royal Challengers Bangalore,8,2,25.0,6,5.88,50.0,4-7,0,0
S Vidyut,145,108,134.26,21,3,8,8,1,0,18.12,0.125,0.0,5,Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,8,1,12.5,2,2.38,37.5,1-7,3,7
Sachin Baby,144,117,123.08,11,5,11,11,0,0,16.0,0.0,0.0,7,Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiant|Sunrisers Hyderabad,9,1,11.11,6,5.82,63.64,5-7,0,0
N Saini,140,139,100.72,16,0,10,10,1,0,14.0,0.1,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,10,0,0.0,3,2.7,50.0,1-8,4,9
Naman Dhir,140,77,181.82,12,10,7,7,1,0,23.33,0.143,0.0,5,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals|Sunrisers Hyderabad,6,2,33.33,3,4.14,57.14,2-8,0,5
Anmolpreet Singh,139,115,120.87,19,3,9,9,0,0,15.44,0.0,0.0,5,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Lucknow Super Giants|Rajasthan Royals,9,1,11.11,3,2.0,44.44,1-3,4,9
S Anirudha,136,109,124.77,9,7,12,12,1,0,17.0,0.083,0.0,6,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals,8,2,25.0,7,5.0,41.67,1-8,3,4
SB Styris,131,130,100.77,10,3,10,10,0,0,18.71,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,7,0,0.0,6,4.7,40.0,3-6,0,3
W Jaffer,130,120,108.33,14,3,8,8,1,0,18.57,0.125,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,7,1,14.29,2,2.0,75.0,1-3,1,8
RD Chahar,129,124,104.03,13,5,22,22,0,0,8.6,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,15,7,46.67,9,8.91,72.73,8-10,0,0
Kamran Akmal,128,76,168.42,13,8,6,6,1,0,32.0,0.167,0.0,4,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Mumbai Indians,4,0,0.0,3,2.83,50.0,1-6,2,5
TK Curran,127,105,120.95,10,3,10,10,1,0,25.4,0.1,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,5,0,0.0,8,7.4,50.0,6-8,0,0
P Dogra,127,137,92.7,4,5,12,12,0,0,15.88,0.0,0.0,7,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,8,1,12.5,7,6.33,50.0,5-7,0,0
UT Khawaja,127,99,128.28,14,3,6,6,0,0,25.4,0.0,0.0,5,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Royal Challengers Bangalore|Sunrisers Hyderabad,5,0,0.0,2,2.17,83.33,2-3,0,6
M Morkel,126,90,140.0,11,5,20,20,0,0,12.6,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,10,4,40.0,9,9.0,50.0,8-11,0,0
SS Prabhudessai,126,103,122.33,11,4,10,10,0,0,14.0,0.0,0.0,6,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals|Sunrisers Hyderabad,9,1,11.11,5,5.9,40.0,5-7,0,0
MC Juneja,125,125,100.0,11,1,7,7,0,0,17.86,0.0,0.0,7,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,7,0,0.0,4,4.0,42.86,3-5,0,2
BB Samantray,125,110,113.64,13,2,8,8,1,0,25.0,0.125,0.0,5,Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,5,1,20.0,5,5.88,50.0,5-7,0,0
B Lee,124,95,130.53,8,8,19,19,0,0,13.78,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,9,1,11.11,8,8.16,47.37,6-9,0,0
MM Sharma,124,129,96.12,9,4,28,28,0,0,7.75,0.0,0.0,11,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,16,3,18.75,10,9.25,39.29,7-11,0,0
AB McDonald,123,96,128.12,9,4,9,9,0,0,24.6,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,5,1,20.0,6,5.56,33.33,1-7,1,1
Harpreet Singh,123,116,106.03,10,3,8,8,0,0,20.5,0.0,0.0,6,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,6,0,0.0,5,5.88,37.5,4-8,0,0
DL Vettori,121,104,116.35,11,2,16,16,0,0,17.29,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,7,1,14.29,7,7.5,56.25,6-10,0,0
NK Patel,121,117,103.42,14,1,6,6,1,0,30.25,0.167,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,4,0,0.0,8,4.0,16.67,1-8,1,3
TG Southee,120,107,112.15,8,4,19,19,0,0,10.91,0.0,0.0,12,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,11,3,27.27,8,8.68,42.11,7-10,0,0
AC Blizzard,120,88,136.36,21,2,7,7,1,0,17.14,0.143,0.0,6,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Royal Challengers Bangalore,7,1,14.29,1,1.14,85.71,1-2,6,7
Z Khan,117,138,84.78,11,2,27,27,0,0,8.36,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,14,5,35.71,9,9.04,40.74,3-11,0,1
RJ Harris,117,111,105.41,6,3,21,21,0,0,9.75,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,12,2,16.67,8,8.19,61.9,7-9,0,0
MW Short,117,90,130.0,15,4,6,6,0,0,19.5,0.0,0.0,5,Gujarat Titans|Lucknow Super Giants|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,6,0,0.0,2,2.0,66.67,1-3,1,6
Misbah-ul-Haq,117,79,148.1,10,6,8,8,0,0,16.71,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals,7,2,28.57,3,4.12,50.0,3-6,0,4
KK Cooper,116,67,173.13,9,8,12,12,0,0,12.89,0.0,0.0,6,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,9,1,11.11,7,6.83,41.67,3-9,0,1
R Shepherd,115,61,188.52,7,10,9,9,0,0,23.0,0.0,0.0,6,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,5,1,20.0,7,7.11,66.67,6-8,0,0
DJM Short,115,98,117.35,11,5,7,7,0,0,16.43,0.0,0.0,6,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,7,0,0.0,2,1.71,71.43,1-2,2,7
Aman Hakim Khan,115,102,112.75,8,6,10,10,1,0,12.78,0.1,0.0,7,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,9,1,11.11,7,7.3,40.0,6-9,0,0
M Kartik,113,106,106.6,7,1,14,14,0,0,18.83,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,6,1,16.67,9,8.93,64.29,7-10,0,0
DJ Harris,111,99,112.12,11,5,4,4,0,0,37.0,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Royal Challengers Bangalore,3,0,0.0,1,1.0,100.0,1-1,4,4
Mohammed Siraj,109,116,93.97,10,4,20,20,0,0,12.11,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,9,1,11.11,10,10.05,65.0,9-11,0,0
JDP Oram,106,107,99.07,6,5,11,11,0,0,13.25,0.0,0.0,7,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,8,1,12.5,6,5.82,45.45,5-7,0,0
LJ Wright,106,60,176.67,16,3,5,5,0,0,26.5,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Royal Challengers Bangalore,4,0,0.0,4,5.0,40.0,4-6,0,0
SE Rutherford,106,100,106.0,3,8,9,9,0,0,15.14,0.0,0.0,6,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,7,0,0.0,7,6.11,44.44,4-7,0,0
MA Starc,105,104,100.96,11,0,16,16,0,0,13.12,0.0,0.0,7,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,8,2,25.0,8,8.25,37.5,7-10,0,0
DS Kulkarni,104,106,98.11,7,2,20,20,0,0,13.0,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,8,0,0.0,10,9.6,50.0,7-11,0,0
RJ Quiney,103,97,106.19,12,3,7,7,1,0,14.71,0.143,0.0,5,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians,7,0,0.0,1,1.71,57.14,1-3,4,7
MS Gony,99,70,141.43,6,8,15,15,0,0,11.0,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,9,2,22.22,7,7.67,40.0,6-9,0,0
SD Chitnis,99,88,112.5,10,2,8,8,0,0,14.14,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Pune Warriors,7,0,0.0,7,6.25,37.5,5-8,0,0
MJ Clarke,98,91,107.69,12,0,6,6,0,0,16.33,0.0,0.0,5,Deccan Chargers|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,6,0,0.0,3,2.67,66.67,2-3,0,6
CJ Ferguson,98,116,84.48,9,0,8,8,0,0,16.33,0.0,0.0,5,Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,6,0,0.0,5,5.25,50.0,3-7,0,1
PN Mankad,97,72,134.72,13,2,5,5,1,0,32.33,0.2,0.0,3,Kolkata Knight Riders|Mumbai Indians|Sunrisers Hyderabad,3,1,33.33,3,3.6,60.0,2-7,0,4
Arshad Khan,96,63,152.38,5,6,6,6,1,0,32.0,0.167,0.0,4,Chennai Super Kings|Delhi Capitals|Mumbai Indians|Royal Challengers Bangalore,3,1,33.33,9,7.67,33.33,6-9,0,0
PR Shah,92,86,106.98,9,2,9,9,0,0,11.5,0.0,0.0,5,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Royal Challengers Bangalore,8,1,12.5,7,6.22,33.33,3-9,0,1
DJ Jacobs,92,92,100.0,10,4,7,7,0,0,13.14,0.0,0.0,6,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Rajasthan Royals|Royal Challengers Bangalore,7,1,14.29,1,1.14,85.71,1-2,6,7
JDS Neesham,92,92,100.0,6,2,10,10,0,0,11.5,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Sunrisers Hyderabad,8,2,25.0,7,6.8,60.0,6-8,0,0
AJ Tye,91,71,128.17,6,5,13,13,0,0,11.38,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,8,2,25.0,8,8.31,53.85,7-9,0,0
RT Ponting,91,123,73.98,5,2,9,9,0,0,11.38,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,8,3,37.5,3,2.0,44.44,1-3,4,9
S Rana,91,79,115.19,9,1,8,8,0,0,22.75,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Sunrisers Hyderabad,4,0,0.0,6,6.0,62.5,4-7,0,0
